汉族_河北,0.02321980,-0.44581760,0.01176620,-0.06175760,0.04696240,0.01885300,0.00441800,0.00055380,-0.01337580,0.00462880,-0.07336720,-0.00767320,0.00862240,-0.00820240,-0.00724740,-0.00108740,0.00268580,-0.00172280,-0.00241340,-0.00975480,0.01035660,0.00358580,0.00990920,-0.00016900,0.00423920
Abazin,0.10798950,0.07553000,-0.02314563,-0.01756312,-0.03231362,0.00038350,0.00816663,-0.00311512,-0.04990375,-0.02227838,-0.00158325,0.00530150,-0.01791363,0.00378462,0.00108575,-0.01140262,0.00857275,-0.00375312,-0.00674063,0.01971250,0.00903100,0.00064925,-0.00118612,-0.00643150,-0.00260437
Abkhasian,0.10927033,0.11667311,-0.04789422,-0.04066211,-0.03894733,-0.00656956,0.01138511,-0.00633289,-0.06151633,-0.02229322,-0.00193056,0.00987444,-0.02433078,0.00467922,0.00236767,-0.02419022,0.00912678,-0.00544767,-0.01150822,0.01973156,0.01428022,0.00204722,0.00324556,-0.00905056,-0.00194256
Abkhasian_Gudauta,0.11097750,0.12186350,-0.04940250,-0.03698350,-0.03862250,-0.00585650,0.01104550,-0.00426900,-0.06084600,-0.02323500,0.00308500,0.01333800,-0.02661050,-0.00165150,0.00821100,-0.00689450,0.02568550,-0.00310350,-0.01030750,0.02695050,0.01235300,-0.00012350,0.00375900,-0.00512100,-0.00640650
Adygei,0.11281144,0.10335833,-0.02975067,-0.01923644,-0.03344200,-0.00207611,0.00916533,-0.00320511,-0.05169922,-0.02421711,0.00068567,0.00752667,-0.02016844,0.00455678,0.00523278,-0.01623489,0.00867767,-0.00461711,-0.01196922,0.01935656,0.00956656,0.00089300,0.00260178,-0.00725644,-0.00284722
Aeta,-0.01650400,-0.33309350,-0.09239450,0.03326900,0.10417300,-0.00655400,0.00235000,-0.01396050,0.00470400,0.00145800,0.04246450,0.00194850,-0.00721000,0.00185800,0.00468200,0.00006650,0.00867050,0.00715800,0.00088000,0.00318900,0.00336900,-0.01792950,-0.00603900,-0.00747050,-0.05436650
Afrikaner,0.11589255,0.12943382,0.05241982,0.03900959,0.03705573,0.01499673,0.00381341,0.00648227,0.00667495,0.00518541,-0.00419991,0.00427800,-0.00882500,-0.00725027,0.01418286,0.00311573,-0.00547023,0.00321900,0.00259973,0.00398491,0.00332932,0.00215264,0.00045941,0.01005059,0.00032114
Agta,-0.02105700,-0.33157000,-0.09560000,0.03423800,0.10448100,-0.01394450,0.00011750,-0.00911500,0.00705650,0.00136650,0.04108450,0.00457100,-0.00446000,-0.00626150,0.00373200,0.00026550,0.00945300,0.01165500,0.00509050,0.00356450,-0.00074850,-0.02819300,-0.01152350,-0.00813350,-0.06155100
Akha,0.01631463,-0.43363110,-0.02064113,-0.05045260,0.08127667,0.03608837,0.00089303,-0.00353830,-0.00651070,-0.00137883,-0.02583600,-0.00397647,0.00237367,-0.00252310,-0.00396300,-0.00056133,0.00186443,-0.00357690,-0.00630163,0.00427293,-0.00153057,0.02104983,0.00424787,0.00226123,0.03168570
Akhvakh,0.11666867,0.10688458,-0.02181000,0.01881475,-0.04062292,0.01273600,0.00524842,-0.00257683,-0.06120367,-0.04420758,-0.00649567,0.00688125,-0.01336708,-0.01164050,0.01567575,-0.00121525,0.00059767,-0.00066517,-0.00381283,0.00507533,0.00075908,0.00090683,0.00523800,0.00635633,-0.00092800
